8
660
178.000000000	129.800000000	118.600000000	179.900000000	3.600000000	1007.300000000	746.800000000	3	20.730000000
173.000000000	116.000000000	0.000000000	192.000000000	0.000000000	946.800000000	856.800000000	90	32.100000000
298.000000000	0.000000000	107.000000000	210.000000000	11.000000000	880.000000000	744.000000000	28	31.870000000
236.000000000	0.000000000	0.000000000	194.000000000	0.000000000	968.000000000	885.000000000	90	21.950000000
350.000000000	0.000000000	0.000000000	203.000000000	0.000000000	974.000000000	775.000000000	56	29.980000000
540.000000000	0.000000000	0.000000000	173.000000000	0.000000000	1125.000000000	613.000000000	180	71.620000000
295.700000000	0.000000000	95.600000000	171.500000000	8.900000000	955.100000000	859.200000000	28	39.940000000
157.000000000	236.000000000	0.000000000	192.000000000	0.000000000	935.400000000	781.200000000	3	9.690000000
331.000000000	0.000000000	0.000000000	192.000000000	0.000000000	978.000000000	825.000000000	360	41.240000000
322.000000000	149.000000000	0.000000000	186.000000000	8.000000000	951.000000000	709.000000000	28	52.420000000
213.700000000	98.100000000	24.500000000	181.700000000	6.900000000	1065.800000000	785.400000000	3	18.000000000
387.000000000	20.000000000	94.000000000	157.000000000	13.900000000	938.000000000	845.000000000	7	45.900000000
165.000000000	128.500000000	132.100000000	175.100000000	8.100000000	1005.800000000	746.600000000	14	33.090000000
331.000000000	0.000000000	0.000000000	192.000000000	0.000000000	978.000000000	825.000000000	3	13.520000000
525.000000000	0.000000000	0.000000000	189.000000000	0.000000000	1125.000000000	613.000000000	7	42.420000000
337.900000000	189.000000000	0.000000000	174.900000000	9.500000000	944.700000000	755.800000000	28	49.900000000
143.800000000	136.300000000	106.200000000	178.100000000	7.500000000	941.500000000	774.300000000	28	26.150000000
281.000000000	0.000000000	0.000000000	185.000000000	0.000000000	1104.000000000	774.000000000	28	22.440000000
194.700000000	0.000000000	100.500000000	165.600000000	7.500000000	1006.400000000	905.900000000	14	24.990000000
159.000000000	209.000000000	161.000000000	201.000000000	7.000000000	848.000000000	669.000000000	28	30.880000000
290.400000000	0.000000000	96.200000000	168.100000000	9.400000000	961.200000000	865.000000000	3	22.500000000
139.600000000	209.400000000	0.000000000	192.000000000	0.000000000	1047.000000000	806.900000000	90	39.360000000
318.800000000	212.500000000	0.000000000	155.700000000	14.300000000	852.100000000	880.400000000	7	33.400000000
337.900000000	189.000000000	0.000000000	174.900000000	9.500000000	944.700000000	755.800000000	7	35.100000000
