8
492
0.710000000	710.500000000	269.500000000	220.500000000	3.500000000	5	0.400000000	5	15.310000000
0.790000000	637.000000000	343.000000000	147.000000000	7.000000000	3	0.250000000	4	45.480000000
0.820000000	612.500000000	318.500000000	147.000000000	7.000000000	4	0.400000000	5	33.840000000
0.710000000	710.500000000	269.500000000	220.500000000	3.500000000	4	0.250000000	1	15.440000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	5	0.250000000	4	15.380000000
0.640000000	784.000000000	343.000000000	220.500000000	3.500000000	3	0.250000000	1	21.190000000
0.900000000	563.500000000	318.500000000	122.500000000	7.000000000	5	0.400000000	2	40.660000000
0.900000000	563.500000000	318.500000000	122.500000000	7.000000000	5	0.250000000	3	32.460000000
0.980000000	514.500000000	294.000000000	110.250000000	7.000000000	3	0.100000000	5	25.980000000
0.790000000	637.000000000	343.000000000	147.000000000	7.000000000	5	0.400000000	3	38.230000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	2	0.250000000	1	15.770000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	5	0.250000000	3	14.350000000
0.900000000	563.500000000	318.500000000	122.500000000	7.000000000	3	0.250000000	5	32.000000000
0.710000000	710.500000000	269.500000000	220.500000000	3.500000000	2	0.250000000	2	14.910000000
0.980000000	514.500000000	294.000000000	110.250000000	7.000000000	3	0.400000000	3	33.240000000
0.860000000	588.000000000	294.000000000	147.000000000	7.000000000	3	0.100000000	4	31.760000000
0.740000000	686.000000000	245.000000000	220.500000000	3.500000000	5	0.100000000	5	13.500000000
0.740000000	686.000000000	245.000000000	220.500000000	3.500000000	5	0.100000000	2	13.790000000
0.980000000	514.500000000	294.000000000	110.250000000	7.000000000	4	0.400000000	4	33.950000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	3	0.400000000	1	17.210000000
0.820000000	612.500000000	318.500000000	147.000000000	7.000000000	3	0.400000000	5	29.560000000
0.660000000	759.500000000	318.500000000	220.500000000	3.500000000	3	0.400000000	3	17.630000000
0.710000000	710.500000000	269.500000000	220.500000000	3.500000000	2	0.100000000	1	13.800000000
0.640000000	784.000000000	343.000000000	220.500000000	3.500000000	4	0.250000000	1	21.090000000
0.980000000	514.500000000	294.000000000	110.250000000	7.000000000	5	0.250000000	5	30.200000000
0.980000000	514.500000000	294.000000000	110.250000000	7.000000000	4	0.250000000	2	30.180000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	4	0.000000000	0	12.080000000
0.690000000	735.000000000	294.000000000	220.500000000	3.500000000	5	0.400000000	5	16.740000000
0.690000000	735.000000000	294.000000000	220.500000000	3.500000000	3	0.400000000	4	16.880000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	5	0.400000000	3	16.000000000
0.690000000	735.000000000	294.000000000	220.500000000	3.500000000	2	0.100000000	1	14.280000000
0.980000000	514.500000000	294.000000000	110.250000000	7.000000000	3	0.100000000	4	25.720000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	3	0.250000000	4	15.560000000
0.980000000	514.500000000	294.000000000	110.250000000	7.000000000	2	0.250000000	1	29.790000000
